City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,AQI,AQI Category,PM2.5/PM10 Ratio
Nashik,28-12-2014,91.59692404,227.1193012,119.0153924,34.79955493,9.942218708,86.34732461,30.36863739,32.16389127,203.0377752,Very Unhealthy,0.403298723
Pune,29-12-2014,51.09428955,70.91469684,92.92139432,96.19828961,0.375363657,68.4294119,10.79118627,57.72538872,112.9213943,Unhealthy for Sensitive Groups,0.720503532
Srinagar,30-12-2014,259.4809417,199.3325189,105.2903066,62.60200429,5.681800485,44.45924786,26.19487513,43.12536435,404.3719407,Hazardous,1.301749174
Amritsar,31-12-2014,186.6436726,387.4664791,48.32900059,80.66381682,2.055342431,50.32947347,23.70270619,98.00008576,500,Hazardous,0.48170276
Nashik,01-01-2015,67.0436103,384.2749408,98.14778845,87.31907305,0.3818304,44.32234653,22.57821915,41.9759358,342.6989764,Hazardous,0.174467818
Bangalore,02-01-2015,157.7637781,221.6547587,101.9402652,98.17736141,2.864035361,72.0885511,31.1684903,69.84680826,329.2140623,Hazardous,0.711754528
Bangalore,03-01-2015,249.3748666,57.5557897,123.4275118,88.75151353,5.338991331,89.76842119,29.27010486,27.36380368,399.5202464,Hazardous,1.5
Kolkata,04-01-2015,93.82687771,54.60101729,45.16795703,37.98156705,6.550385939,24.26792501,29.25915306,37.84481842,210.6503756,Very Unhealthy,1.5
Nagpur,05-01-2015,164.8060856,292.9368184,129.258799,87.86381739,7.966313419,33.3673532,26.55990142,38.28829993,334.6186238,Hazardous,0.562599425
Delhi,06-01-2015,200.3206872,294.5384303,67.84617588,72.38949394,7.129686581,20.95720991,36.31259643,70.00882022,361.8740158,Hazardous,0.680117318
Visakhapatnam,07-01-2015,112.6151093,316.2084143,16.03826631,59.00863686,9.043298717,78.92998329,33.60919465,82.89847164,274.7895111,Very Unhealthy,0.356142039
Srinagar,08-01-2015,235.4745309,37.16797471,98.72974213,79.57465205,1.354794103,27.30281946,13.59601902,28.95341523,388.852547,Hazardous,1.5
Chandigarh,09-01-2015,130.2147882,393.0561946,106.6330575,36.68428384,9.356824354,56.61920228,17.91661934,69.48129445,353.7033325,Hazardous,0.331287968
Raipur,10-01-2015,135.2128173,389.5760874,116.2137781,41.16251467,4.997612402,46.22635165,14.30688221,23.70359407,349.3421855,Hazardous,0.347076789
Ahmedabad,11-01-2015,275.3122642,264.75213,107.5903158,15.92595555,7.248960151,64.07167866,44.46437382,36.63042864,410.6663219,Hazardous,1.039886872
Allahabad,12-01-2015,210.318774,233.7203127,140.6242771,87.54549274,3.206963452,89.91725751,28.41668972,51.86676691,369.5469661,Hazardous,0.899873749
Chandigarh,13-01-2015,41.93836153,313.808357,125.7678639,44.59482971,7.336861767,25.17985847,17.10884983,63.62763443,263.808357,Very Unhealthy,0.133643227
Gwalior,14-01-2015,256.8638713,175.9838992,119.8345269,9.122219304,8.333166609,73.09427759,37.30440191,39.13389169,403.3314187,Hazardous,1.459587339
Ahmedabad,15-01-2015,126.6829077,107.8383219,35.0139013,95.74482216,0.204353734,12.94150258,42.51598189,60.09337048,305.3613013,Hazardous,1.174748507
Agra,16-01-2015,39.03165212,166.6555288,77.34317966,56.92334889,1.818068874,49.13712023,10.38878163,44.20084686,144.6234722,Unhealthy for Sensitive Groups,0.234205564
Vijayawada,17-01-2015,10.09011979,356.5477922,69.57446481,77.37449621,6.164744837,21.0154289,40.40717744,92.35062942,307.9522965,Hazardous,0.028299488
Bangalore,18-01-2015,146.6632068,287.6762064,130.945798,67.53629603,4.153854636,96.89468107,27.50589693,37.26979623,320.6950192,Hazardous,0.509820428
Kota,19-01-2015,133.4549557,93.93660296,50.17715792,76.47619501,9.117515331,92.97345095,24.20735604,43.8744437,310.5584543,Hazardous,1.420691737
Varanasi,20-01-2015,39.76605055,273.0453072,42.05447478,88.50809819,0.756467992,65.29917171,38.14307687,36.49477364,223.0453072,Very Unhealthy,0.145639019
Coimbatore,21-01-2015,115.8261987,144.8310206,101.6101227,86.07948329,6.889567397,63.45369918,38.33009611,80.0855235,285.751506,Very Unhealthy,0.79973336
Bhopal,22-01-2015,80.10844874,35.98729013,74.38223456,69.15980796,2.086338006,39.43435804,34.24628685,96.88067658,500,Hazardous,1.5
Srinagar,23-01-2015,126.9511422,382.4230137,20.97105122,84.6331802,3.450111993,46.46217237,36.11548364,70.95729464,340.3782071,Hazardous,0.331965226
Navi Mumbai,24-01-2015,270.4398467,278.8020778,34.61864751,67.33528321,5.030685079,46.88799489,37.69449528,24.60918651,408.7290957,Hazardous,0.970006568
Amritsar,25-01-2015,197.3851207,358.4266726,86.31727705,35.4547536,3.985598553,67.02941527,25.16858308,90.81434922,359.6211392,Hazardous,0.550698751
Aurangabad,26-01-2015,246.0419239,202.5063484,63.06984706,71.2899641,4.402618672,27.15766084,10.83907613,51.84202115,396.9624067,Hazardous,1.214983756
Kota,27-01-2015,249.7941566,198.200991,141.3819489,25.97085846,1.548160595,66.15365673,13.87210747,64.90310933,399.8420272,Hazardous,1.260307304
Kanpur,28-01-2015,285.4107066,175.2972019,81.42766563,66.96704024,8.818205704,33.42054437,25.9330251,95.69915828,414.6813653,Hazardous,1.5
Lucknow,29-01-2015,209.5424108,306.7729704,94.79400234,61.64233315,7.623796971,43.39453141,22.99715694,32.83626731,368.9511524,Hazardous,0.683053694
Jaipur,30-01-2015,30.9648932,271.8264447,68.18954663,58.80044724,6.088200219,75.39044366,37.69844932,52.6719026,500,Hazardous,0.113914204
Bangalore,31-01-2015,149.3838575,224.9409919,147.5604764,18.0745214,2.885394823,85.09263087,38.77964265,53.96017175,322.7829604,Hazardous,0.664102422
Howrah,01-02-2015,274.1463964,291.3628088,25.61328808,19.3651366,8.199822969,12.4024363,24.77584347,94.30859137,410.2027841,Hazardous,0.940910741
Kolkata,02-02-2015,98.23652835,236.4407443,35.78491458,36.63079116,2.804462213,92.31855195,32.10530341,47.32114304,225.7040106,Very Unhealthy,0.415480541
Lucknow,03-02-2015,129.0198128,227.5130192,81.19342266,64.9894926,5.740291747,61.18369032,14.95886559,50.39392317,307.1547401,Hazardous,0.567087603
Jabalpur,04-02-2015,179.6067619,265.8469861,144.7106371,55.37168653,2.534499886,38.49123015,36.4636451,70.03763201,345.9772824,Hazardous,0.675602024
Vadodara,05-02-2015,73.01430174,172.2772489,36.6658536,75.54642076,2.325841415,42.84624603,26.85478117,28.44920386,148.358709,Unhealthy for Sensitive Groups,0.423818596
Kolkata,06-02-2015,47.95384826,77.25389152,107.9619171,98.00335654,9.064884862,53.34772118,32.67358916,64.98948255,188.2814685,Unhealthy,0.62073052
Bhopal,07-02-2015,267.3527487,53.32670443,51.64158463,94.05784856,5.007442992,64.29729202,44.02528988,54.62883483,407.5016953,Hazardous,1.5
Surat,08-02-2015,172.369901,69.17496311,37.19930661,12.77876059,1.233874404,81.22501059,12.3283368,93.5199075,340.4234124,Hazardous,1.5
Jaipur,09-02-2015,178.8884268,370.9195723,71.13003552,80.42702907,2.249220308,18.62907219,12.28761017,66.97485191,500,Hazardous,0.4822836
Bangalore,10-02-2015,62.92309839,195.9077365,91.83221844,26.63999716,1.83802824,79.75626289,42.24832349,63.07711658,164.0595028,Unhealthy,0.321187409
Patna,11-02-2015,265.1099424,104.3306129,119.6978997,35.1512939,5.268680239,89.13585205,26.12654418,28.31885132,406.6099771,Hazardous,1.5
Srinagar,12-02-2015,227.763824,59.57591225,69.61578184,82.35907481,9.173083822,25.4220274,34.77754531,97.39343892,382.9350277,Hazardous,1.5
Agra,13-02-2015,34.38040593,235.253495,145.4670742,97.71456076,0.178059329,78.22998162,13.923992,67.98179116,190.2019866,Unhealthy,0.146141956
Ludhiana,14-02-2015,123.4815481,195.9435318,16.70794217,15.98527277,3.669814362,11.89690582,18.42542018,60.06163799,302.9044439,Hazardous,0.630189458
Guwahati,15-02-2015,297.3878158,54.27761809,106.1554046,47.46248716,1.485344395,49.94959271,21.99983533,34.890107,419.4433484,Hazardous,1.5
Chandigarh,16-02-2015,280.7991943,366.2954428,58.21113703,76.17762671,5.158025057,79.72325672,22.44968879,94.55054369,412.8478724,Hazardous,0.766592104
Pune,17-02-2015,154.6360116,392.6619193,68.78011401,48.28215303,7.785337439,90.91341309,34.52975186,31.31372212,353.2092407,Hazardous,0.393814638
Chennai,18-02-2015,66.95525172,145.1146417,123.4596956,59.47586706,4.887463067,50.22583036,22.14723156,54.29998731,500,Hazardous,0.461395562
Varanasi,19-02-2015,20.74284574,361.9182181,30.10125325,13.10441813,9.353630604,25.99532068,29.41499453,23.87160598,314.6823239,Hazardous,0.057313627
Vijayawada,20-02-2015,97.74304655,110.8933007,138.8225407,44.75828989,2.728811292,59.50130585,20.39618519,41.10191822,224.0193658,Very Unhealthy,0.881415252
Aurangabad,21-02-2015,91.62331404,322.1915077,55.98094543,17.8025836,4.412300245,19.96097638,27.83050132,92.00075324,272.1915077,Very Unhealthy,0.284375323
Nagpur,22-02-2015,196.2348275,181.7065075,43.5301704,62.25238493,7.878164493,89.15920131,33.59268476,99.07804342,358.738356,Hazardous,1.079954869
Navi Mumbai,23-02-2015,53.12358043,288.1039614,21.96853273,96.74825798,3.111289126,59.74109991,16.99371138,28.83056948,238.1039614,Very Unhealthy,0.184390316
Nashik,24-02-2015,174.1420833,398.6419099,72.86822639,89.48538784,9.026700847,73.20909485,14.39915423,42.38943902,360.7031529,Hazardous,0.436838373
Solapur,25-02-2015,164.5831689,270.0868969,89.18031029,26.63309812,2.569315343,17.54221148,24.08348748,35.63741066,334.4475482,Hazardous,0.609371172
Srinagar,26-02-2015,119.7881227,327.3204938,63.82363076,48.62986159,6.227279804,36.55072872,42.01158196,87.03721629,299.2766948,Very Unhealthy,0.36596585
Chennai,27-02-2015,38.76531441,150.3928723,42.32247729,58.59763675,5.365316465,76.07905659,39.13887429,37.28978349,141.9197886,Unhealthy for Sensitive Groups,0.257760317
Jaipur,28-02-2015,280.5201409,331.2010145,117.4704071,79.69955756,4.279782743,86.582235,32.46989431,66.50980438,412.7369235,Hazardous,0.846978507
Delhi,01-03-2015,283.492883,285.6318064,28.5816575,48.48764764,5.169214587,78.91245531,17.3425482,77.51693211,413.9188571,Hazardous,0.992511606
Ahmedabad,02-03-2015,17.29537989,291.3726296,84.08669814,47.61534955,0.795068777,62.7619198,18.92875312,50.67358657,241.3726296,Very Unhealthy,0.059358286
Jabalpur,03-03-2015,272.9454266,180.4029388,145.189406,57.33978312,5.611612757,77.01569574,13.33791131,28.80582574,409.7252901,Hazardous,1.5
Ludhiana,04-03-2015,254.3338028,127.5252723,135.0892909,62.46594078,1.547776571,99.93278061,12.73122768,96.86157514,402.3254879,Hazardous,1.5
Kolkata,05-03-2015,80.12825599,252.9793555,11.20608727,80.27818795,1.719216264,51.11855292,22.89402181,77.39561595,500,Hazardous,0.31673832
Chennai,06-03-2015,266.0669058,161.0511928,127.0837559,43.96619703,9.966128077,84.23894858,17.13831606,39.6738196,406.9904565,Hazardous,1.5
Raipur,07-03-2015,161.5952633,290.6144548,145.3727901,80.09578737,0.800518894,91.10000204,10.88126237,90.5374718,500,Hazardous,0.556046888
Chennai,08-03-2015,153.0125375,273.1146447,80.24857115,82.8761409,2.366257714,94.62061319,22.83711802,72.25590972,500,Hazardous,0.560250212
Jodhpur,09-03-2015,170.301298,293.5394698,82.14970044,10.5604557,9.932845351,15.93626711,35.82377808,61.4919275,338.8358799,Hazardous,0.580164903
Jodhpur,10-03-2015,229.0180484,101.722182,47.61985044,18.0415804,1.750606692,95.60710103,36.06896008,42.68359605,383.897572,Hazardous,1.5
Jaipur,11-03-2015,102.6508544,133.7204765,122.3765321,97.6137972,5.121860753,25.83542562,15.57409404,75.20182769,240.7736066,Very Unhealthy,0.767652473
Jabalpur,12-03-2015,25.36105276,359.1565419,128.3566856,72.10580025,2.766206377,18.96674926,15.600718,82.60864207,311.2214892,Hazardous,0.07061281
Gwalior,13-03-2015,289.0753002,115.997892,124.0194774,33.58635348,7.250038439,89.35740458,13.47700265,37.66216707,416.1383724,Hazardous,1.5
Navi Mumbai,14-03-2015,271.7528715,259.4243979,10.93158288,95.47046652,6.053299664,92.61347949,23.55475237,56.5451388,409.2511417,Hazardous,1.047522414
Jaipur,15-03-2015,254.386045,315.6795106,126.4450599,59.53709676,8.668741368,38.20342837,40.01634097,80.61707471,402.3462589,Hazardous,0.805836415
Bhopal,16-03-2015,236.5185039,378.0004432,127.2814484,6.202745849,8.299575344,48.18476875,16.40708459,43.24250136,389.6537356,Hazardous,0.625709594
Kanpur,17-03-2015,119.3462763,291.3609497,92.98011176,40.40934622,8.463215967,55.67951977,14.09931235,84.7111496,500,Hazardous,0.409616582
Srinagar,18-03-2015,278.2769822,220.1287494,139.4963759,79.80808828,8.223476005,47.41079681,18.16673554,70.12233129,411.8450652,Hazardous,1.264155559
Hyderabad,19-03-2015,98.87490499,374.7601427,25.18396399,41.86095482,9.330501857,96.59112518,29.99784937,99.67323848,330.7753687,Hazardous,0.263835167
Dhanbad,20-03-2015,273.9469691,129.4898257,69.31750312,71.36291977,1.761627548,79.39061561,15.35766092,72.6762162,410.1234937,Hazardous,1.5
Mumbai,21-03-2015,140.6801878,268.1523325,34.62791525,22.96777893,2.889950821,74.62111181,20.33046542,66.67770346,316.1034,Hazardous,0.524627873
Kanpur,22-03-2015,125.4383909,272.6621764,120.2468814,94.1016528,8.366479229,13.90732137,44.09355976,79.46177604,304.406207,Hazardous,0.460050575
Dhanbad,23-03-2015,88.7032758,162.3853266,25.96461181,10.00275046,2.887515245,77.74126343,16.00523808,40.4372454,195.5732519,Unhealthy,0.546251793
Mumbai,24-03-2015,128.6865831,220.6287749,140.3442853,36.68600958,0.740010903,59.163192,31.51615535,29.8014542,306.8990056,Hazardous,0.583271983
Agra,25-03-2015,187.6918298,365.2461531,72.17523589,68.78950458,7.375533458,42.24503817,18.58261587,71.89147382,352.1821019,Hazardous,0.513877636
Gwalior,26-03-2015,261.1828922,364.898059,84.74587519,90.87289391,7.203196031,61.29610413,22.75483183,39.59415117,405.0486198,Hazardous,0.715769475
Srinagar,27-03-2015,116.1841128,327.2634166,16.11363037,78.72556779,4.822232524,12.51938044,23.47088551,81.34726291,286.9733505,Very Unhealthy,0.355017111
Vijayawada,28-03-2015,241.5465443,262.6522152,32.67754688,20.73367034,4.065267683,58.61479162,24.17814538,97.74291872,393.5124643,Hazardous,0.91964404
Delhi,29-03-2015,191.6063356,281.5238906,16.03788197,34.05009205,2.838526268,54.22042804,44.55712266,64.34517701,355.1862575,Hazardous,0.680604176
Vijayawada,30-03-2015,296.1780576,305.7784901,135.651429,51.0551177,5.412482271,68.0058462,27.8637699,76.79877491,418.9623603,Hazardous,0.96860331
Bhopal,31-03-2015,222.9489984,22.33400561,132.6446209,95.31523876,6.397335732,98.37817123,41.00475093,74.94774654,379.239929,Hazardous,1.5
Dhanbad,01-04-2015,225.2393971,236.7046222,132.8707597,87.9519341,2.794724931,78.82689999,23.27622622,38.74032153,380.9976768,Hazardous,0.951563155
Navi Mumbai,02-04-2015,295.5973127,74.62822226,31.3925871,53.63859254,4.191907455,87.20105622,10.87637715,78.22275345,418.7314617,Hazardous,1.5
Aurangabad,03-04-2015,164.7342625,248.8831106,141.1650252,44.86399496,6.971039633,83.65035296,20.80145696,79.93018022,334.5635038,Hazardous,0.6618941
Ludhiana,04-04-2015,219.4224591,303.5037682,112.6845518,42.8579465,0.859337321,19.4733727,41.79034721,59.07984323,376.5335151,Hazardous,0.72296453
Coimbatore,05-04-2015,75.80348304,100.9245134,52.84598215,44.79899706,4.976501308,82.07836035,21.77281476,82.12973592,500,Hazardous,0.751090895
Pune,06-04-2015,136.2914036,95.62230511,89.60466629,9.571831709,5.402242374,70.19875179,29.70397197,69.32311314,312.7352633,Hazardous,1.425309748
Nagpur,07-04-2015,250.9043731,227.3657437,122.8733941,7.298747827,0.730661854,66.93540091,21.16523159,89.34800883,500,Hazardous,1.103527599
Hyderabad,08-04-2015,131.8245473,289.9444582,69.16943689,78.95307595,0.960633053,92.99726262,16.65158092,27.8337232,309.3072107,Hazardous,0.454654481
Lucknow,09-04-2015,17.53180121,386.2237995,104.194503,15.28936163,5.196630943,74.99746544,26.12866751,57.58163336,345.1412171,Hazardous,0.045392856
Mumbai,10-04-2015,26.02045739,348.8447348,28.49970346,9.765444783,1.248998596,36.12503163,16.32398566,64.97071154,298.8447348,Very Unhealthy,0.074590369
Chandigarh,11-04-2015,260.8492621,257.4892249,149.6060734,10.60150593,6.483831506,51.64514493,15.18555997,86.51000854,404.9159717,Hazardous,1.013049234
Coimbatore,12-04-2015,203.3110625,260.4284241,33.48047829,72.58231609,2.419044164,30.90017647,35.33708973,76.05321597,364.1689549,Hazardous,0.780679233
Patna,13-04-2015,178.6090768,280.1315333,52.99710423,72.00351043,8.708836046,85.70989336,36.10697543,37.3271953,345.2116171,Hazardous,0.637590044
Visakhapatnam,14-04-2015,278.8970347,79.91776391,122.1594038,97.27809826,4.867571243,76.98220905,29.09492893,61.77467389,412.0915921,Hazardous,1.5
Patna,15-04-2015,32.91479691,106.2161933,10.62665262,67.39220073,0.267542344,27.71960229,24.93450046,70.39125478,104.4657928,Unhealthy for Sensitive Groups,0.309884923
Surat,16-04-2015,59.97072579,235.2272774,144.3638609,20.3567925,2.319330003,59.90351809,35.50477269,54.86306672,190.1845668,Unhealthy,0.254948008
Kolkata,17-04-2015,285.3089519,26.02915947,54.51921447,86.55684202,0.499653804,66.09630807,38.07924155,49.6991442,414.6409086,Hazardous,1.5
Nashik,18-04-2015,159.1292007,65.34928273,33.38798557,88.23959197,4.303422198,38.05398837,31.22775345,24.49623715,330.2619447,Hazardous,1.5
Ahmedabad,19-04-2015,184.6467423,342.8638864,19.34368361,6.377158548,5.942421998,66.32554577,18.88810738,48.76904728,349.8451743,Hazardous,0.538542406
Kolkata,20-04-2015,190.065173,316.0830348,28.92451143,58.75344604,6.368285668,68.49828434,41.5044663,54.90123501,354.0035049,Hazardous,0.60131406
Howrah,21-04-2015,50.57032427,205.0369759,71.71846335,31.99629079,1.416323369,68.66664112,20.65630548,55.19954295,170.1252391,Unhealthy,0.246640022
Howrah,22-04-2015,207.969078,328.736249,146.019579,38.92963332,5.362174333,44.89655821,39.52333752,97.82921672,367.7437111,Hazardous,0.632632022
Amritsar,23-04-2015,180.621687,345.3196831,104.466299,47.73243859,9.107995328,44.29705583,18.32785586,59.54608367,346.7561784,Hazardous,0.523056448
Raipur,24-04-2015,39.22942554,31.38552588,62.7668959,56.00939421,7.933475469,71.45668012,40.54160328,52.27812442,174.103047,Unhealthy,1.249920925
Ahmedabad,25-04-2015,160.1794032,90.44269981,23.47021749,87.65204045,1.21102357,62.508424,30.55591057,86.55362963,331.0679141,Hazardous,1.5
Ranchi,26-04-2015,77.51850925,38.34868305,42.42363533,32.97530524,7.401545922,49.15384525,24.48814413,64.95777207,167.4370945,Unhealthy,1.5
Visakhapatnam,27-04-2015,215.4686176,201.9900618,84.11079786,35.22901694,2.124316073,98.44177622,30.53408874,53.45084084,373.4991716,Hazardous,1.066728807
Surat,28-04-2015,210.2034863,150.3463911,35.5258035,53.27790688,0.532556479,48.25613729,36.60307291,30.25637694,369.4584895,Hazardous,1.398127915
Bhopal,29-04-2015,52.67540186,217.8459668,80.10689242,6.497334231,0.413615889,82.47041555,19.63014343,88.34982573,500,Hazardous,0.241801134
Jodhpur,30-04-2015,92.20530622,32.26117103,26.78043399,17.36737093,8.783342482,60.92824694,41.71052108,66.35406242,205.1146661,Very Unhealthy,1.5
Nashik,01-05-2015,268.0793557,266.1372451,147.2406408,21.95190493,3.356162527,78.74413038,12.02360999,36.07021261,407.7905872,Hazardous,1.007297402
Ranchi,02-05-2015,160.2346168,140.5349826,31.45777968,16.31154986,3.060640464,26.88600354,26.58388477,22.84409459,331.1102873,Hazardous,1.140176017
Delhi,03-05-2015,90.05322274,242.0485911,127.2543027,46.07037181,6.916803234,98.61762738,13.99447615,95.05820641,500,Hazardous,0.372046052
Patna,04-05-2015,42.83471859,145.266691,94.4945405,31.30884496,1.495002564,58.24456663,37.85694677,22.20495239,130.4120967,Unhealthy for Sensitive Groups,0.294869514
Nashik,05-05-2015,239.7261869,128.7596051,44.92670807,73.37928879,4.633254336,42.46444513,10.4283264,32.04006741,392.1154457,Hazardous,1.5
Kanpur,06-05-2015,104.5431993,319.437823,12.23401128,10.03770113,5.430621884,87.03178923,23.3850833,94.23948913,269.437823,Very Unhealthy,0.327272451
Madurai,07-05-2015,25.42437463,244.131201,115.2877445,46.93079554,3.999682361,10.62383238,24.34962546,30.80186877,196.1005967,Unhealthy,0.104142258
Mumbai,08-05-2015,39.50297355,152.6628914,72.19372423,39.01950756,8.833601619,39.52300961,43.82531953,66.73969874,185.3831089,Unhealthy,0.258759501
Navi Mumbai,09-05-2015,283.7525195,76.29136707,90.60830037,83.79142372,1.591187504,36.25649427,19.27191563,94.16479375,414.0220861,Hazardous,1.5
Bhopal,10-05-2015,81.82618099,308.5840571,10.39818313,68.60142324,2.927832307,43.58853584,23.59905865,95.19102575,258.5840571,Very Unhealthy,0.265166586
Gwalior,11-05-2015,90.50012319,55.51791314,111.2908956,36.23658289,6.385876851,33.92985659,42.1246988,42.14633414,500,Hazardous,1.5
Raipur,12-05-2015,267.5572205,340.9833796,112.4170824,18.85445248,1.607582573,95.06014822,32.34377648,20.47417475,407.5829913,Hazardous,0.784663525
Howrah,13-05-2015,150.8265525,274.7109189,136.544591,68.94116808,2.257446856,85.26123481,38.92785009,99.50197005,323.8901449,Hazardous,0.549037341
Solapur,14-05-2015,216.7220499,96.96733773,26.60712821,55.15696243,9.720699375,20.79426265,17.24103995,74.59349986,374.4611081,Hazardous,1.5
Vijayawada,15-05-2015,118.5398443,137.0131176,59.81482333,96.70808471,7.571908098,16.75362761,34.56790489,54.65892822,295.0153306,Very Unhealthy,0.865171499
Hyderabad,16-05-2015,82.31675537,295.7676205,42.66253193,26.03689023,8.605806513,12.33225734,19.28266352,71.1418291,245.7676205,Very Unhealthy,0.278315643
Chennai,17-05-2015,215.8125434,232.4340068,99.47684727,9.197960795,9.875509894,23.42205343,39.12885565,80.87656138,373.7631147,Hazardous,0.928489537
Kota,18-05-2015,66.7074915,349.7824076,97.56912336,71.69652683,4.885042842,72.88282225,18.76832877,66.90160568,299.7824076,Very Unhealthy,0.190711397
Jabalpur,19-05-2015,63.46939663,139.9885384,111.6999817,14.27880399,5.440107051,88.17326447,31.1187427,47.93690446,142.8570377,Unhealthy for Sensitive Groups,0.453389951
Visakhapatnam,20-05-2015,96.6319744,282.7216963,117.7385662,43.27635013,0.306934891,69.23453591,23.87944706,94.20455079,232.7216963,Very Unhealthy,0.34179186
Kanpur,21-05-2015,137.5277113,209.1169038,29.84553793,45.82380425,9.342741459,52.40099968,38.35794444,83.00667544,313.6840575,Hazardous,0.657659466
Navi Mumbai,22-05-2015,249.9445054,303.6764691,126.8594713,16.61356302,8.100177584,54.99920146,17.79536155,39.89884682,399.9574111,Hazardous,0.823061814
Srinagar,23-05-2015,50.3037379,384.7946801,49.38668719,16.41713857,1.404508119,22.77986928,32.62843413,54.79631908,343.3502953,Hazardous,0.130728777
Jodhpur,24-05-2015,258.5577856,272.6610175,84.97580281,69.95995066,7.537508987,54.32442802,39.56343964,95.29672769,404.0049027,Hazardous,0.948275584
Mumbai,25-05-2015,215.3470555,373.4283048,14.74861721,75.98881512,2.196735957,58.18495988,30.63483788,92.95778551,373.4058798,Hazardous,0.576675771
Aurangabad,26-05-2015,186.7167129,306.441495,35.68844513,77.70012031,0.712221935,73.72993125,36.28896531,30.63396556,351.4337564,Hazardous,0.609306233
Vijayawada,27-05-2015,170.4277315,99.95490859,21.68893787,49.13177046,2.818767197,99.78680408,27.98310649,42.48339099,338.9329103,Hazardous,1.5
Jaipur,28-05-2015,97.11062059,49.60225634,19.55512156,87.18444368,6.627239658,78.35194522,29.06392549,24.42641431,221.8603944,Very Unhealthy,1.5
Visakhapatnam,29-05-2015,184.0102763,368.4902904,51.16373247,36.05834514,1.759328479,88.06544158,13.54662705,78.62890853,349.3567237,Hazardous,0.499362619
Varanasi,30-05-2015,191.8646556,272.2972983,138.0816419,72.65003903,7.480748273,51.86373807,34.32697872,48.67428886,355.3845032,Hazardous,0.704614614
Bhopal,31-05-2015,162.9220451,356.1435128,137.7722789,56.78240969,2.502293959,81.50017423,12.68968324,37.90991768,333.1727323,Hazardous,0.457461779
Guwahati,01-06-2015,130.8480846,70.40833071,45.89644951,97.24729865,6.065372732,83.97872983,22.96898343,54.98468877,308.5578324,Hazardous,1.5
Jabalpur,02-06-2015,168.0347192,333.6012923,77.17136018,9.400835653,4.420667185,28.55487758,26.19497051,48.02262429,337.0964124,Hazardous,0.503699245
Guwahati,03-06-2015,229.1337617,385.1745696,135.9609546,21.70243048,0.276957484,58.29267474,39.05530621,41.20478353,383.9863752,Hazardous,0.594882891
Nagpur,04-06-2015,19.38083793,295.7431106,81.15003421,81.23059923,8.131666769,41.84816187,31.96062961,48.59728771,245.7431106,Very Unhealthy,0.065532678
Ahmedabad,05-06-2015,95.43607767,303.685053,145.9553657,49.53304202,5.995070472,74.88233103,32.49830757,47.1811289,253.685053,Very Unhealthy,0.314260043
Kanpur,06-06-2015,275.773298,131.9271902,58.90926545,24.37785616,5.853957523,64.09586522,27.28544306,81.90710475,410.8496245,Hazardous,1.5
Surat,07-06-2015,208.174069,124.6184028,64.39731143,90.96773691,0.172498475,59.51066269,21.76082124,84.68765127,367.9010297,Hazardous,1.5
Nashik,08-06-2015,135.570132,253.8835836,68.72087485,60.45550845,2.130213201,65.63716821,11.72141574,54.99814687,312.1817292,Hazardous,0.53398542
Jabalpur,09-06-2015,183.1870983,256.5492762,28.02429289,22.3927209,9.984173427,36.81195595,43.11244802,96.5677779,348.7249824,Hazardous,0.714042546
Chandigarh,10-06-2015,11.12546501,129.5447798,11.5928206,44.14456239,6.290993699,22.61652161,40.44324179,97.45429832,153.5200476,Unhealthy,0.08588123
Jaipur,11-06-2015,141.7770603,108.0520692,121.2944817,38.77186232,3.173856304,85.89886037,31.14644035,73.81969844,316.9451858,Hazardous,1.312117958
Bhopal,12-06-2015,272.4416561,273.5638129,65.45138128,80.3421537,1.736249297,26.37716118,33.76694587,73.27090583,500,Hazardous,0.995898007
Solapur,13-06-2015,103.5829733,45.41651717,64.20589938,29.68822367,0.154275691,59.44380013,12.51121566,87.97123666,243.9556676,Very Unhealthy,1.5
Amritsar,14-06-2015,210.2281238,284.4091922,32.00523698,86.28851449,2.824837836,14.20453333,44.65126319,77.2233443,369.4773973,Hazardous,0.739174856
Navi Mumbai,15-06-2015,233.7682133,178.6418432,52.30192035,90.23241868,5.237484194,41.16618875,23.97353978,27.40100905,387.5430474,Hazardous,1.308585991
Varanasi,16-06-2015,270.856305,260.9135105,144.4632707,31.66513049,1.331664995,91.95555046,41.82677784,68.89527932,408.8946755,Hazardous,1.038107626
Raipur,17-06-2015,172.1258852,360.1240184,149.4404818,39.07576501,6.136433963,26.31281382,37.840448,99.99878775,340.2361445,Hazardous,0.477962803
Bhopal,18-06-2015,255.2773339,248.9379953,13.80268583,72.50885066,0.797380955,99.5468644,22.01618123,45.65933704,402.7006267,Hazardous,1.025465533
Visakhapatnam,19-06-2015,17.5476299,335.4885584,47.40919462,36.9299567,0.793335202,11.36945494,24.82702589,26.70573696,285.4885584,Very Unhealthy,0.052304704
Gwalior,20-06-2015,199.2224588,302.6620467,33.34345743,69.37542897,6.236140737,81.91823509,24.70877665,69.77352133,361.0311893,Hazardous,0.65823403
Ahmedabad,21-06-2015,180.0713038,264.2767505,17.97773522,7.613612307,3.860537422,94.51324547,13.40587591,36.00301327,346.3337913,Hazardous,0.681373989
